"ID";"word";"word_url";"Translation";"POS";"Phonetic_Transcription";"Meaning";"Phrase";"Translation_Phrase";"Example";"Example_Phrase";"sPhrase";"sExample";"Image";"Credits";"Tags"
"picture__06__noun";"picture";"picture";"imagem";"noun";" /ˈpɪktʃə $ -ər/";"noun
[MENTAL IMAGE]
[countable usually singular] An image or memory that you have in your mind.";"Sarah had a mental picture of lisbon.";"Sarah tinha uma imagem mental de Lisboa.";"Sarah had a mental picture of lisbon.";"Sarah tinha uma imagem mental de Lisboa.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun MENTAL IMAGE countable usually singular"
"picture__07__noun";"picture";"picture";"imagem";"noun";" /ˈpɪktʃə $ -ər/";"noun
[FILM]
a) [countable] A film.;
b) [plural] [British English] The cinema.";"It was voted the year’s best picture.";"Foi eleito o melhor filme do ano.";"It was voted the year’s best picture.";"Foi eleito o melhor filme do ano.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun FILM countable plural British"
"picture__08__verb";"to picture";"picture";"imaginar";"verb";" /ˈpɪktʃə $ -ər/";"verb  [transitive]
To imagine something by making an image in your mind.";"Tom, picturing the scene, smiled.";"Tom, imaginando a cena, sorriu.";"Picture what it would be like after a nuclear attack.";"Imagine como seria depois de um ataque nuclear.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"picture__09__verb";"to picture";"picture";"tirar uma foto";"verb";" /ˈpɪktʃə $ -ər/";"verb  [transitive]
To show someone or something in a photograph, painting, or drawing.";"She is pictured with her mum christine and sister kelly.";"Ela é retratada com sua mãe Christine e sua irmã Kelly.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"picture__10__verb";"to picture";"picture";"descrever";"verb";" /ˈpɪktʃə $ -ər/";"verb  [transitive]
To describe something in a particular way.";"She’s been pictured as a difficult, demanding woman.";"Ela foi retratada como uma mulher difícil e exigente.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"pin__01__noun";"pin";"pin";"alfinete";"noun";" /pɪn/";"noun  [countable]
[FOR JOINING/FASTENING]
a) A short thin piece of metal with a sharp point at one end, used especially for fastening together pieces of cloth while making clothes.;
b) A thin piece of metal used to fasten things together, especially broken bones.";"After accidentally breaking her arm, Emma's doctor used a pin to fasten the fractured bones back together, ensuring a swift and successful recovery.";"Depois de acidentalmente quebrar o braço, o médico de Emma usou um alfinete para prender os ossos fraturados, garantindo uma recuperação rápida e bem-sucedida.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"pin__02__noun";"pin";"pin";"broche";"noun";" /pɪn/";"noun  [countable]
[JEWELLERY]
[American English] A piece of metal, sometimes containing jewels, that you fasten to your clothes to wear as a decoration. (SYN brooch British English)";"She wore a stunning diamond pin on her lapel, adding a touch of elegance to her outfit.";"Ela usava um broche de diamante deslumbrante na lapela, adicionando um toque de elegância à sua roupa.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable JEWELLERY American"
"pin__03__noun";"pin";"pin";"pino";"noun";" /pɪn/";"noun  [countable]
[ELECTRICAL]
[British English] One of the pieces of metal that sticks out of an electric plug.";"A three-pin plug";"Um plugue de três pinos";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable ELECTRICAL British"
"pin__04__noun";"pin";"pin";"pin";"noun";" /pɪn/";"noun  [countable]
[BOWLING]
One of the bottle-shaped objects that you try to knock down in a game of bowling.";"After a long day at work, Jill decided to unwind by going to the bowling alley. With a swift movement, she let go of the ball, watching it curiously roll towards the pins. To her satisfaction, the ball collided with the pins, sending them flying in all directions, and earning her a well-deserved strike.";"Depois de um longo dia de trabalho, Jill decidiu relaxar indo ao boliche. Com um movimento rápido, ela soltou a bola, observando-a rolar curiosamente em direção aos pinos. Para sua satisfação, a bola colidiu com os pinos, fazendo-os voar em todas as direções e ganhando um merecido golpe.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable BOWLING"
"pin__05__noun";"pin";"pin";"pino";"noun";" /pɪn/";"noun  [countable]
[PART OF BOMB]
A short piece of metal which you pull out of a hand grenade to make it explode a short time later.";"After carefully removing the pin from the hand grenade, the brave soldier tossed it into the enemy's camp, causing chaos and confusion.";"Depois de remover cuidadosamente o pino da granada de mão, o bravo soldado atirou-a no acampamento inimigo, causando caos e confusão.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable"
"pin__06__noun";"pin";"pin";"pino";"noun";" /pɪn/";"noun  [countable]
[GOLF]
A metal stick with a flag at the top which marks the holes on a golf course.";"After hitting a perfect drive, John eagerly watched as his ball flew towards the green, hoping it would land close to the pin.";"Depois de acertar um drive perfeito, John observou ansiosamente enquanto sua bola voava em direção ao green, esperando que caísse perto do pino.";"";"";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English noun countable GOLF"
"pin__07__verb";"to pin";"pin";"prender com um alfinete";"verb";" /pɪn/";"verb  (pinned, pinning) [transitive always + adverb/preposition]
To fasten something somewhere, or to join two things together, using a pin.";"He pinned the name tag on his jacket.";"Ele prendeu o crachá em sua jaqueta.";"He pinned the name tag on his jacket.";"Ele prendeu o crachá em sua jaqueta.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
"pin__08__verb";"to pin";"pin";"imobilizar";"verb";" /pɪn/";"verb  (pinned, pinning) [transitive always + adverb/preposition]
To make someone unable to move by putting a lot of pressure or weight on them.";"Albert got him pinned against the wall.";"Albert o prendeu contra a parede.";"He pinned her arms to her sides.";"Ele prendeu seus braços para os lados.";"";"";"";"Word definitions, meanings, and example sentences sourced from ldoceonline.com, by Pearson;
additional information and translation provided by ChatGPT, by OpenAI;
other translations was executed by Google Translator, by deep_translator (Nidhal Baccouri) (https://pypi.org/project/deep-translator/);
and some phonetic transcriptions were made by eng_to_ipa (https://pypi.org/project/eng-to-ipa/)
Word were taken at July 01st, 2023, 22:43.";"English verb transitive"
